id_programacion,id_centro_vacunacion,fecha_programacion,rango_inicial_edad,rango_final_edad
3431,62,30/06/2021,54,55
3432,673,30/06/2021,54,55
3433,673,2/07/2021,54,55
3434,3,30/06/2021,54,55
3435,674,30/06/2021,54,55
3436,247,30/06/2021,54,55
3437,47,30/06/2021,54,55
3438,51,30/06/2021,54,55
3439,893,30/06/2021,54,55
3440,26,30/06/2021,54,55
3441,15,30/06/2021,54,55
3442,45,30/06/2021,54,55
3443,890,30/06/2021,54,55
3444,890,30/06/2021,54,55
3445,8,30/06/2021,54,55
3446,24,30/06/2021,54,55
3447,29,30/06/2021,54,55
3448,519,30/06/2021,54,55
3449,5,30/06/2021,54,55
3450,3,30/06/2021,54,55
3451,17,30/06/2021,54,55
3408,40,30/06/2021,54,55
3409,22,30/06/2021,54,55
3410,31,30/06/2021,54,55
3411,244,30/06/2021,54,55
3412,891,30/06/2021,54,55
3413,21,30/06/2021,54,55
3414,520,30/06/2021,54,55
3415,23,30/06/2021,54,55
3416,892,30/06/2021,54,55
3417,670,30/06/2021,54,55
3418,891,30/06/2021,54,55
3419,11,30/06/2021,54,55
3420,43,30/06/2021,54,55
3421,672,30/06/2021,54,55
3422,752,30/06/2021,54,55
3423,59,30/06/2021,54,55
3424,246,30/06/2021,54,55
3425,2034,30/06/2021,54,55
3426,51,30/06/2021,54,55
3427,3,30/06/2021,54,55
3428,6,30/06/2021,54,55
3429,60,30/06/2021,54,55
3430,25,30/06/2021,54,55
3475,22,30/06/2021,54,55
3476,10,30/06/2021,54,55
3477,252,30/06/2021,54,55
3478,39,30/06/2021,54,55
3479,28,30/06/2021,54,55
3480,678,30/06/2021,54,55
3481,54,30/06/2021,54,55
3482,679,30/06/2021,54,55
3483,16,30/06/2021,54,55
3484,668,3/07/2021,52,53
3485,48,3/07/2021,52,53
3486,58,3/07/2021,52,53
3487,668,3/07/2021,52,53
3488,58,3/07/2021,52,53
3489,2341,3/07/2021,52,53
3490,58,3/07/2021,52,53
3491,30,3/07/2021,52,53
3492,50,3/07/2021,52,53
3493,669,3/07/2021,52,53
3494,40,3/07/2021,52,53
3495,22,3/07/2021,52,53
3519,3,3/07/2021,52,53
3520,674,3/07/2021,52,53
3521,247,3/07/2021,52,53
3522,47,3/07/2021,52,53
3523,51,3/07/2021,52,53
3524,893,3/07/2021,52,53
3525,26,3/07/2021,52,53
3526,15,3/07/2021,52,53
3527,45,3/07/2021,52,53
3528,890,3/07/2021,52,53
3529,890,3/07/2021,52,53
3530,8,3/07/2021,52,53
3531,24,3/07/2021,52,53
3532,29,3/07/2021,52,53
3533,519,3/07/2021,52,53
3534,5,3/07/2021,52,53
3535,3,3/07/2021,52,53
3536,17,3/07/2021,52,53
3537,55,3/07/2021,52,53
3538,56,3/07/2021,52,53
3539,38,3/07/2021,52,53
3563,39,3/07/2021,52,53
3564,28,3/07/2021,52,53
3565,678,3/07/2021,52,53
3566,54,3/07/2021,52,53
3567,679,3/07/2021,52,53
3568,16,3/07/2021,52,53
3569,668,5/07/2021,50,51
3570,48,5/07/2021,50,51
3571,58,5/07/2021,50,51
3572,668,5/07/2021,50,51
3573,58,5/07/2021,50,51
3574,2341,5/07/2021,50,51
3575,58,5/07/2021,50,51
3576,30,5/07/2021,50,51
3577,50,5/07/2021,50,51
3578,669,5/07/2021,50,51
3579,40,5/07/2021,50,51
3580,22,5/07/2021,50,51
3581,31,5/07/2021,50,51
3582,244,5/07/2021,50,51
3583,891,5/07/2021,50,51
3607,47,5/07/2021,50,51
3608,51,5/07/2021,50,51
3609,893,5/07/2021,50,51
3610,26,5/07/2021,50,51
3611,15,5/07/2021,50,51
3612,45,5/07/2021,50,51
3613,890,5/07/2021,50,51
3614,890,5/07/2021,50,51
3615,8,5/07/2021,50,51
3616,24,5/07/2021,50,51
3617,29,5/07/2021,50,51
3618,519,5/07/2021,50,51
3619,5,5/07/2021,50,51
3620,3,5/07/2021,50,51
3621,17,5/07/2021,50,51
3622,55,5/07/2021,50,51
3623,56,5/07/2021,50,51
3624,38,5/07/2021,50,51
3625,57,5/07/2021,50,51
3626,19,5/07/2021,50,51
3627,890,5/07/2021,50,51
3651,679,5/07/2021,50,51
3652,16,5/07/2021,50,51
3653,2341,1/07/2021,54,55
3654,2341,3/07/2021,52,53
3655,2341,5/07/2021,50,51
3658,3,2/07/2021,54,55
3659,3,5/07/2021,50,51
3660,3,3/07/2021,52,53
3661,3,5/07/2021,50,51
3662,3,3/07/2021,52,53
3663,3,2/07/2021,54,55
3664,3,2/07/2021,54,55
3665,3,5/07/2021,50,51
3666,3,3/07/2021,52,53
3667,5,2/07/2021,54,55
3668,5,5/07/2021,50,51
3669,5,3/07/2021,52,53
3670,5,2/07/2021,54,55
3671,5,5/07/2021,50,51
3672,5,3/07/2021,52,53
3673,6,2/07/2021,54,55
1,5,30/04/2021,70,79
2,53,30/04/2021,70,79
3,17,30/04/2021,70,79
4,55,30/04/2021,70,79
5,56,30/04/2021,70,79
6,38,30/04/2021,70,79
7,57,30/04/2021,70,79
8,19,30/04/2021,70,79
9,248,30/04/2021,70,79
10,249,30/04/2021,70,79
11,46,30/04/2021,70,79
12,250,30/04/2021,70,79
13,62,30/04/2021,70,79
14,34,30/04/2021,70,79
15,251,30/04/2021,70,79
16,45,30/04/2021,70,79
17,27,30/04/2021,70,79
18,5,30/04/2021,70,79
19,22,30/04/2021,70,79
20,10,30/04/2021,70,79
21,252,30/04/2021,70,79
22,39,30/04/2021,70,79
45,15,23/04/2021,80,120
46,16,23/04/2021,80,120
47,29,23/04/2021,80,120
48,33,23/04/2021,80,120
49,5,23/04/2021,80,120
50,28,23/04/2021,80,120
51,23,23/04/2021,80,120
52,39,23/04/2021,80,120
53,40,23/04/2021,80,120
54,38,23/04/2021,80,120
55,12,23/04/2021,80,120
56,5,23/04/2021,80,120
57,519,23/04/2021,80,120
58,27,23/04/2021,80,120
59,5,23/04/2021,80,120
60,19,23/04/2021,80,120
61,9,23/04/2021,80,120
62,10,23/04/2021,80,120
63,11,23/04/2021,80,120
64,12,23/04/2021,80,120
89,83,26/04/2021,70,120
90,84,26/04/2021,70,120
91,85,26/04/2021,70,120
92,86,26/04/2021,70,120
93,87,26/04/2021,70,120
94,88,26/04/2021,70,120
95,89,26/04/2021,70,120
96,90,26/04/2021,70,120
97,91,27/04/2021,70,120
98,92,27/04/2021,70,120
99,93,27/04/2021,70,120
100,94,27/04/2021,70,120
102,96,27/04/2021,70,120
103,97,27/04/2021,70,120
104,98,27/04/2021,70,120
105,99,27/04/2021,70,120
106,100,27/04/2021,70,120
107,101,27/04/2021,70,120
108,102,27/04/2021,70,120
109,103,29/04/2021,70,120
110,104,29/04/2021,70,120
134,128,26/04/2021,70,120
135,129,27/04/2021,70,120
136,130,27/04/2021,70,120
137,131,27/04/2021,70,120
138,132,27/04/2021,70,120
139,133,27/04/2021,70,120
140,134,27/04/2021,70,120
141,135,27/04/2021,70,120
143,137,26/04/2021,70,120
144,138,26/04/2021,70,120
145,139,26/04/2021,70,120
147,141,26/04/2021,70,120
148,142,26/04/2021,70,120
149,143,26/04/2021,70,120
150,144,26/04/2021,70,120
151,145,26/04/2021,70,120
152,146,22/04/2021,70,120
153,147,22/04/2021,70,120
154,148,22/04/2021,70,120
155,149,22/04/2021,70,120
179,173,27/04/2021,70,120
180,174,27/04/2021,70,120
181,175,27/04/2021,70,120
182,176,27/04/2021,70,120
183,177,26/04/2021,70,120
184,178,26/04/2021,70,120
185,179,26/04/2021,70,120
186,180,26/04/2021,70,120
187,181,26/07/2021,70,120
188,182,26/04/2021,70,120
195,189,24/04/2021,80,120
198,192,24/04/2021,80,120
224,218,29/04/2021,80,120
225,219,28/04/2021,80,120
226,220,28/04/2021,80,120
227,221,28/04/2021,80,120
228,222,28/04/2021,80,120
229,223,28/04/2021,80,120
230,224,28/04/2021,80,120
231,225,28/04/2021,80,120
232,226,28/04/2021,80,120
233,227,28/04/2021,80,120
234,228,28/04/2021,80,120
235,229,28/04/2021,80,120
236,230,28/04/2021,80,120
237,231,28/04/2021,80,120
238,232,28/04/2021,80,120
239,233,28/04/2021,80,120
240,234,28/04/2021,80,120
241,235,28/04/2021,80,120
242,236,28/04/2021,80,120
243,237,28/04/2021,80,120
244,238,28/04/2021,80,120
269,25,30/04/2021,70,79
270,58,30/04/2021,70,79
271,58,30/04/2021,70,79
272,62,30/04/2021,70,79
273,3,30/04/2021,70,79
274,247,30/04/2021,70,79
275,47,30/04/2021,70,79
276,51,30/04/2021,70,79
277,26,30/04/2021,70,79
278,15,30/04/2021,70,79
279,45,30/04/2021,70,79
280,30,30/04/2021,70,79
281,8,30/04/2021,70,79
282,24,30/04/2021,70,79
283,29,30/04/2021,70,79
417,253,28/04/2021,80,120
418,254,28/04/2021,80,120
419,255,28/04/2021,80,120
421,257,28/04/2021,80,120
422,258,28/04/2021,80,120
446,282,29/04/2021,80,120
447,283,29/04/2021,80,120
448,284,29/04/2021,80,120
449,285,28/04/2021,80,120
450,286,28/04/2021,80,120
451,287,28/04/2021,80,120
452,288,28/04/2021,80,120
453,289,28/04/2021,80,120
454,290,28/04/2021,80,120
455,291,28/04/2021,80,120
456,292,28/04/2021,80,120
457,293,29/04/2021,80,120
458,294,29/04/2021,80,120
459,295,29/04/2021,80,120
460,296,29/04/2021,80,120
461,297,29/04/2021,80,120
462,298,29/04/2021,80,120
463,299,29/04/2021,80,120
464,300,1/05/2021,80,120
465,301,1/05/2021,80,120
466,302,1/05/2021,80,120
467,303,1/05/2021,80,120
490,326,29/04/2021,80,120
491,327,28/04/2021,70,120
492,328,3/05/2021,70,120
493,329,29/04/2021,70,120
494,330,27/04/2021,70,120
495,331,28/04/2021,70,120
496,332,28/04/2021,70,120
497,333,24/04/2021,70,120
498,334,28/04/2021,70,120
499,335,28/04/2021,70,120
500,336,29/04/2021,70,120
501,337,29/04/2021,70,120
502,338,29/04/2021,70,120
503,339,29/04/2021,70,120
504,340,28/04/2021,70,120
505,341,24/04/2021,70,120
506,342,28/04/2021,70,120
507,343,29/04/2021,70,120
508,344,3/05/2021,80,120
509,345,3/05/2021,80,120
510,346,3/05/2021,80,120
534,370,26/04/2021,80,120
536,372,30/04/2021,80,120
537,373,30/04/2021,80,120
538,374,30/04/2021,80,120
539,375,4/05/2021,80,120
540,376,30/04/2021,80,120
541,377,28/04/2021,80,120
542,378,30/04/2021,80,120
543,379,30/04/2021,80,120
544,380,30/04/2021,80,120
545,381,30/04/2021,80,120
546,382,30/04/2021,80,120
547,383,1/05/2021,80,120
548,384,30/04/2021,80,120
549,385,30/04/2021,80,120
550,49,30/04/2021,70,79
551,51,30/04/2021,70,79
552,33,30/04/2021,70,79
780,387,30/04/2021,,
781,388,30/04/2021,,
806,412,5/05/2021,,
807,413,5/05/2021,,
808,414,5/05/2021,,
809,415,5/05/2021,,
810,416,5/05/2021,,
811,417,5/05/2021,,
812,184,6/05/2021,,
813,418,5/05/2021,,
814,419,5/05/2021,,
815,420,4/05/2021,,
816,421,4/05/2021,,
817,422,4/05/2021,,
818,423,4/05/2021,,
819,185,4/05/2021,,
820,186,4/05/2021,,
821,424,5/05/2021,,
822,425,3/05/2021,,
823,426,3/05/2021,,
824,427,4/05/2021,,
825,428,2/05/2021,,
826,429,2/05/2021,,
827,187,4/05/2021,,
852,442,4/05/2021,,
853,443,4/05/2021,,
854,444,4/05/2021,,
855,445,3/05/2021,70,70
856,446,29/04/2021,70,70
857,447,29/04/2021,70,70
858,448,29/04/2021,70,70
859,449,29/04/2021,70,70
860,450,29/04/2021,70,70
861,451,29/04/2021,70,70
862,452,29/04/2021,70,70
863,453,3/05/2021,70,70
864,454,3/05/2021,70,70
865,455,3/05/2021,70,70
866,456,3/05/2021,70,70
867,457,3/05/2021,70,70
868,458,3/05/2021,70,70
869,459,3/05/2021,70,70
870,460,3/05/2021,70,70
871,461,3/05/2021,70,70
872,462,3/05/2021,70,70
873,463,3/05/2021,70,70
874,464,3/05/2021,70,70
875,465,3/05/2021,70,70
876,466,3/05/2021,70,70
913,503,6/05/2021,80,80
914,504,10/05/2021,80,80
915,505,10/05/2021,80,80
916,506,10/05/2021,80,80
917,507,10/05/2021,80,80
918,508,11/05/2021,80,80
919,509,11/05/2021,80,80
920,510,6/05/2021,80,80
921,511,6/05/2021,80,80
922,512,5/05/2021,80,80
923,513,5/05/2021,80,80
924,514,5/05/2021,80,80
925,515,7/05/2020,80,80
926,516,7/05/2020,80,80
927,517,7/05/2020,80,80
928,518,7/05/2020,80,80
1018,522,5/05/2021,80,100
1019,523,5/05/2021,80,100
1020,524,6/05/2021,80,100
1021,525,6/05/2021,80,100
1022,526,6/05/2021,80,100
1023,527,6/05/2021,80,100
1024,528,6/05/2021,80,100
1025,529,6/05/2021,80,100
1026,530,6/05/2021,80,100
1027,531,6/05/2021,80,100
1028,532,6/05/2021,80,100
1029,533,6/05/2021,80,100
1030,534,6/05/2021,80,100
1031,535,6/05/2021,80,100
1032,536,5/05/2021,80,100
1033,537,5/05/2021,80,100
1034,538,5/05/2021,80,100
1035,539,5/05/2021,80,100
1036,540,5/05/2021,80,100
1037,541,7/05/2021,80,100
1038,542,7/05/2021,80,100
1039,543,7/05/2021,80,100
1040,544,7/05/2021,80,100
1041,545,7/05/2021,80,100
1042,546,7/05/2021,80,100
1070,570,24/05/2021,80,100
1071,571,24/05/2021,80,100
1099,48,11/05/2021,18,100
1100,48,11/05/2021,18,100
1101,48,11/05/2021,18,100
1102,48,11/05/2021,18,100
1103,30,11/05/2021,18,100
1104,50,11/05/2021,18,100
1105,17,11/05/2021,18,100
1106,31,11/05/2021,18,100
1107,21,11/05/2021,18,100
1108,520,11/05/2021,18,100
1109,23,11/05/2021,18,100
1110,35,11/05/2021,18,100
1111,11,11/05/2021,18,100
1112,43,11/05/2021,18,100
1113,33,11/05/2021,18,100
1114,59,11/05/2021,18,100
1115,51,11/05/2021,18,100
1116,3,11/05/2021,18,100
1138,19,11/05/2021,18,100
1139,34,11/05/2021,18,100
1140,45,11/05/2021,18,100
1141,27,11/05/2021,18,100
1142,5,11/05/2021,18,100
1143,22,11/05/2021,18,100
1144,10,11/05/2021,18,100
1145,28,11/05/2021,18,100
1146,54,11/05/2021,18,100
1147,16,11/05/2021,18,100
1208,572,13/05/2021,70,100
1209,573,13/05/2021,70,100
1210,574,13/05/2021,70,100
1211,575,13/05/2021,70,100
1212,576,16/05/2021,70,100
1213,577,16/05/2021,70,100
1214,578,16/05/2021,70,100
1215,579,16/05/2021,70,100
1216,580,13/05/2021,70,100
1217,581,13/05/2021,70,100
1218,582,13/05/2021,70,100
1244,186,11/05/2021,80,100
1245,426,13/05/2021,80,100
1246,427,13/05/2021,80,100
1247,425,13/05/2021,80,100
1248,429,16/05/2021,80,100
1249,428,13/05/2021,80,100
1250,187,11/05/2021,80,100
1251,606,11/05/2021,80,100
1252,188,11/05/2021,80,100
1253,189,12/05/2021,70,100
1254,190,11/05/2021,80,100
1255,191,11/05/2021,80,100
1256,822,12/05/2021,70,100
1257,607,12/05/2021,70,100
1258,608,12/05/2021,70,100
1259,609,12/05/2021,70,100
1260,194,11/05/2021,70,100
1261,198,11/05/2021,70,100
1262,610,11/05/2021,70,100
1263,611,11/05/2021,70,100
1264,612,11/05/2021,70,100
1265,613,11/05/2021,70,100
1266,202,11/05/2021,70,100
1267,614,11/05/2021,70,100
1354,625,14/05/2021,80,100
1355,626,14/05/2021,80,100
1356,627,14/05/2021,80,100
1357,628,14/05/2021,80,100
1358,629,14/05/2021,80,100
1359,545,14/05/2021,70,100
1360,729,14/05/2021,80,100
1361,731,14/05/2021,80,100
1362,730,14/05/2021,80,100
1363,633,14/05/2021,80,100
1364,735,14/05/2021,80,100
1365,733,14/05/2021,80,100
1366,636,14/05/2021,80,100
1367,637,14/05/2021,80,100
1369,546,14/05/2021,70,100
1371,548,14/05/2021,70,100
1372,640,14/05/2021,70,100
1373,547,14/05/2021,70,100
1374,314,14/05/2021,70,100
1375,315,14/05/2021,70,100
1376,313,14/05/2021,70,100
1404,657,13/05/2021,70,100
1405,658,13/05/2021,70,100
1406,659,14/05/2021,70,100
1407,660,13/05/2021,70,100
1605,669,21/05/2021,65,69
1606,40,21/05/2021,65,69
1607,22,21/05/2021,65,69
1608,31,21/05/2021,65,69
1609,244,21/05/2021,65,69
1610,21,21/05/2021,65,69
1611,520,21/05/2021,65,69
1612,23,21/05/2021,65,69
1613,35,21/05/2021,65,69
1614,670,21/05/2021,65,69
1615,11,21/05/2021,65,69
1616,43,21/05/2021,65,69
1617,51,21/05/2021,65,69
1618,671,21/05/2021,65,69
1619,49,21/05/2021,65,69
1620,672,21/05/2021,65,69
1621,33,21/05/2021,65,69
1622,59,21/05/2021,65,69
1623,51,21/05/2021,65,69
1645,56,21/05/2021,65,69
1646,38,21/05/2021,65,69
1647,57,21/05/2021,65,69
1648,19,21/05/2021,65,69
1649,675,21/05/2021,65,69
1650,676,21/05/2021,65,69
1651,248,21/05/2021,65,69
1652,249,21/05/2021,65,69
1653,521,21/05/2021,65,69
1654,46,21/05/2021,65,69
1655,250,21/05/2021,65,69
1656,677,21/05/2021,65,69
1657,62,21/05/2021,65,69
1658,34,21/05/2021,65,69
1659,251,21/05/2021,65,69
1660,45,21/05/2021,65,69
1661,27,21/05/2021,65,69
1662,5,21/05/2021,65,69
1663,22,21/05/2021,65,69
1664,10,21/05/2021,65,69
1688,690,17/05/2021,70,100
1689,691,17/05/2021,70,100
1690,692,17/05/2021,70,100
1691,693,17/05/2021,70,100
1692,694,17/05/2021,70,100
1693,695,17/05/2021,70,100
1694,696,17/05/2021,70,100
1695,697,17/05/2021,70,100
1696,698,17/05/2021,70,100
1697,699,17/05/2021,70,100
1698,700,17/05/2021,70,100
1699,701,17/05/2021,70,100
1700,702,17/05/2021,70,100
1701,703,17/05/2021,70,100
1702,704,17/05/2021,70,100
1703,705,17/05/2021,60,100
1704,452,19/05/2021,60,100
1705,707,20/05/2021,70,100
1706,708,20/05/2021,70,100
1707,709,20/05/2021,70,100
1708,269,20/05/2021,70,100
1729,393,20/05/2021,70,100
1730,394,20/05/2021,70,100
1731,395,20/05/2021,70,100
1732,396,20/05/2021,70,100
1733,717,20/05/2021,70,100
1734,398,24/05/2021,70,100
1735,399,27/05/2021,70,100
1736,400,26/05/2021,70,100
1737,718,20/05/2021,70,100
1738,401,20/05/2021,70,100
1739,403,20/05/2021,70,100
1740,719,20/05/2021,70,100
1741,509,20/05/2021,70,100
1742,508,20/05/2021,70,100
1743,510,1/06/2021,70,100
1744,510,1/06/2021,70,100
1745,720,28/05/2021,70,100
1746,512,20/05/2021,70,100
1767,736,21/05/2021,70,100
1768,737,21/05/2021,70,100
1771,740,21/05/2021,70,100
1772,741,21/05/2021,70,100
1773,742,21/05/2021,70,100
1774,743,21/05/2021,70,100
1775,744,21/05/2021,70,100
1776,745,21/05/2021,70,100
1777,746,21/05/2021,70,100
1778,747,21/05/2021,70,100
1779,748,21/05/2021,70,100
1780,749,21/05/2021,70,100
1781,750,21/05/2021,70,100
1782,751,20/05/2021,70,100
1783,441,19/05/2021,65,100
1784,659,19/05/2021,65,100
1995,759,25/05/2021,60,69
1996,760,25/05/2021,60,69
1997,761,25/05/2021,60,69
1998,762,25/05/2021,60,69
1999,475,26/05/2021,60,69
2000,476,26/05/2021,60,69
2001,477,26/05/2021,60,69
2002,479,26/05/2021,60,69
2003,480,26/05/2021,60,69
2004,481,26/05/2021,60,69
2005,482,26/05/2021,60,69
2006,483,26/05/2021,60,69
2007,484,26/05/2021,60,69
2008,485,26/05/2021,60,69
2009,763,26/05/2021,60,69
2010,486,26/05/2021,60,69
2011,765,27/05/2021,60,69
2012,1,21/05/2021,65,69
2014,689,24/05/2021,65,69
2015,690,24/05/2021,65,69
2016,691,24/05/2021,65,69
2017,692,24/05/2021,65,69
2018,693,24/05/2021,65,69
2045,354,25/05/2021,60,69
2048,360,27/05/2021,60,69
2049,348,27/05/2021,70,79
2050,348,24/05/2021,60,69
2051,349,24/05/2021,60,69
2052,358,27/05/2021,60,69
2053,359,27/05/2021,60,69
2054,353,21/05/2021,60,69
2055,777,27/05/2021,60,69
2056,778,27/05/2021,60,69
2057,324,27/05/2021,60,69
2058,751,27/05/2021,60,69
2059,321,27/05/2021,60,69
2060,325,27/05/2021,60,69
2061,780,27/05/2021,60,69
2062,326,27/05/2021,60,69
2063,189,25/05/2021,65,69
2064,784,21/05/2021,70,79
2065,783,21/05/2021,70,79
2066,785,27/05/2021,70,79
2067,786,25/05/2021,70,79
2113,818,1/06/2021,70,79
2114,819,1/06/2021,70,79
2115,820,1/06/2021,70,79
2116,326,27/05/2021,60,69
2117,410,24/05/2021,70,79
2118,821,24/05/2021,70,79
2282,22,31/05/2021,63,64
2283,31,31/05/2021,63,64
2284,244,31/05/2021,63,64
2285,21,31/05/2021,63,64
2286,520,31/05/2021,63,64
2287,23,31/05/2021,63,64
2288,35,31/05/2021,63,64
2289,670,31/05/2021,63,64
2290,11,31/05/2021,63,64
2291,43,31/05/2021,63,64
2292,51,31/05/2021,63,64
2293,671,31/05/2021,63,64
2294,49,31/05/2021,63,64
2295,672,31/05/2021,63,64
2296,33,31/05/2021,63,64
2297,59,31/05/2021,63,64
2298,51,31/05/2021,63,64
2299,246,31/05/2021,63,64
2300,3,31/05/2021,63,64
2322,38,31/05/2021,63,64
2323,57,31/05/2021,63,64
2324,19,31/05/2021,63,64
2325,675,31/05/2021,63,64
2326,676,31/05/2021,63,64
2327,248,31/05/2021,63,64
2328,249,31/05/2021,63,64
2329,521,31/05/2021,63,64
2330,46,31/05/2021,63,64
2331,250,31/05/2021,63,64
2332,677,31/05/2021,63,64
2333,62,31/05/2021,63,64
2334,34,31/05/2021,63,64
2335,251,31/05/2021,63,64
2336,45,31/05/2021,63,64
2337,27,31/05/2021,63,64
2338,5,31/05/2021,63,64
2339,22,31/05/2021,63,64
2340,10,31/05/2021,63,64
2435,422,31/05/2021,65,69
2436,833,31/05/2021,65,69
2437,189,1/06/2021,65,69
2438,784,31/05/2021,65,69
2439,435,31/05/2021,65,69
2440,834,31/05/2021,65,69
2441,436,31/05/2021,65,69
2442,434,31/05/2021,65,69
2447,835,8/06/2021,80,89
2448,836,8/06/2021,80,89
2449,91,8/06/2021,70,79
2450,93,8/06/2021,80,89
2451,445,8/06/2021,80,89
2452,837,8/06/2021,80,89
2453,838,8/06/2021,80,89
2454,839,8/06/2021,80,89
2455,576,10/06/2021,60,69
2456,577,10/06/2021,60,69
2457,578,10/06/2021,60,69
2484,851,1/06/2021,65,69
2485,852,1/06/2021,65,69
2554,48,8/06/2021,60,62
2555,58,8/06/2021,60,62
2556,668,8/06/2021,60,62
2557,58,8/06/2021,60,62
2558,58,8/06/2021,60,62
2559,30,8/06/2021,60,62
2560,50,8/06/2021,60,62
2561,669,8/06/2021,60,62
2562,40,8/06/2021,60,62
2563,22,8/06/2021,60,62
2564,31,8/06/2021,60,62
2565,244,8/06/2021,60,62
2566,21,8/06/2021,60,62
2567,891,8/06/2021,60,62
2568,520,8/06/2021,60,62
2569,23,8/06/2021,60,62
2570,892,8/06/2021,60,62
2571,891,8/06/2021,60,62
2572,670,8/06/2021,60,62
2573,11,8/06/2021,60,62
2574,43,8/06/2021,60,62
2598,8,8/06/2021,60,62
2599,24,8/06/2021,60,62
2600,29,8/06/2021,60,62
2601,519,8/06/2021,60,62
2602,5,8/06/2021,60,62
2603,17,8/06/2021,60,62
2604,55,8/06/2021,60,62
2605,56,8/06/2021,60,62
2606,38,8/06/2021,60,62
2607,57,8/06/2021,60,62
2608,19,8/06/2021,60,62
2609,676,8/06/2021,60,62
2610,890,8/06/2021,60,62
2611,675,8/06/2021,60,62
2612,248,8/06/2021,60,62
2613,249,8/06/2021,60,62
2614,521,8/06/2021,60,62
2615,46,8/06/2021,60,62
2616,250,8/06/2021,60,62
2617,677,8/06/2021,60,62
2618,62,8/06/2021,60,62
2643,899,8/06/2021,60,120
2644,900,8/06/2021,60,120
2645,903,12/06/2021,60,69
2646,753,9/06/2021,60,69
2647,754,10/06/2021,60,69
2648,904,8/06/2021,60,69
2649,755,10/06/2021,60,69
2650,756,10/06/2021,60,69
2651,506,10/06/2021,60,69
2652,507,8/06/2021,60,69
2653,725,8/06/2021,60,69
2654,909,8/06/2021,60,69
2655,910,8/06/2021,60,69
2656,629,8/06/2021,60,69
2657,911,11/06/2021,60,65
2658,730,8/06/2021,60,69
2659,637,8/06/2021,60,69
2660,735,8/06/2021,60,69
2661,736,8/06/2021,60,69
2662,912,11/06/2021,60,65
2664,828,9/06/2021,60,69
2665,937,11/06/2021,60,69
2719,938,10/06/2021,60,69
2720,690,10/06/2021,60,69
2721,691,10/06/2021,60,69
2722,692,10/06/2021,60,69
2723,939,10/06/2021,60,69
2724,694,10/06/2021,60,69
2725,696,10/06/2021,60,69
2726,770,10/06/2021,60,69
2727,771,10/06/2021,60,69
2821,274,12/06/2021,60,69
2822,273,12/06/2021,60,69
2823,275,12/06/2021,60,69
2824,270,12/06/2021,60,69
2825,272,12/06/2021,60,69
2826,276,12/06/2021,60,120
2827,277,12/06/2021,60,120
2828,711,12/06/2021,60,120
2829,712,12/06/2021,60,120
2830,281,12/06/2021,60,69
2831,713,12/06/2021,60,69
2832,715,12/06/2021,60,69
2833,714,12/06/2021,60,69
2834,280,12/06/2021,60,69
2835,278,12/06/2021,60,69
2836,282,12/06/2021,60,69
2837,279,12/06/2021,60,69
2838,716,12/06/2021,60,69
2839,1634,12/06/2021,60,120
2840,1635,12/06/2021,60,120
2841,1636,12/06/2021,60,120
2842,1637,10/06/2021,60,120
2843,1638,10/06/2021,70,120
2844,1639,10/06/2021,60,120
2871,1764,18/06/2021,60,120
2988,51,19/06/2021,1,120
2989,3,19/06/2021,1,120
2990,25,19/06/2021,1,120
2991,62,19/06/2021,1,120
2992,3,19/06/2021,1,120
2993,47,19/06/2021,1,120
2994,51,19/06/2021,1,120
2995,26,19/06/2021,1,120
2996,15,19/06/2021,1,120
2997,45,19/06/2021,1,120
2998,24,19/06/2021,1,120
2999,519,19/06/2021,1,120
3000,5,19/06/2021,1,120
3001,3,19/06/2021,1,120
3002,17,19/06/2021,1,120
3003,55,19/06/2021,1,120
3004,56,19/06/2021,1,120
3005,38,19/06/2021,1,120
3006,57,19/06/2021,1,120
3028,48,25/06/2021,58,59
3029,58,25/06/2021,58,59
3030,668,25/06/2021,58,59
3031,58,25/06/2021,58,59
3032,58,25/06/2021,58,59
3033,30,25/06/2021,58,59
3034,50,25/06/2021,58,59
3035,669,25/06/2021,58,59
3036,40,25/06/2021,58,59
3037,22,25/06/2021,58,59
3038,31,25/06/2021,58,59
3039,244,25/06/2021,58,59
3040,21,25/06/2021,58,59
3041,891,25/06/2021,58,59
3042,520,25/06/2021,58,59
3043,23,25/06/2021,58,59
3044,892,25/06/2021,58,59
3045,670,25/06/2021,58,59
3046,891,25/06/2021,58,59
3047,11,25/06/2021,58,59
3048,43,25/06/2021,58,59
3072,8,25/06/2021,58,59
3073,24,25/06/2021,58,59
3074,29,25/06/2021,58,59
3075,519,25/06/2021,58,59
3076,5,25/06/2021,58,59
3077,3,25/06/2021,58,59
3078,17,25/06/2021,58,59
3079,55,25/06/2021,58,59
3080,56,25/06/2021,58,59
3081,38,25/06/2021,58,59
3082,57,25/06/2021,58,59
3083,19,25/06/2021,58,59
3084,890,25/06/2021,58,59
3085,676,25/06/2021,58,59
3086,675,25/06/2021,58,59
3087,248,25/06/2021,58,59
3088,249,25/06/2021,58,59
3089,521,25/06/2021,58,59
3090,46,25/06/2021,58,59
3091,2054,25/06/2021,58,59
3092,250,25/06/2021,58,59
3093,677,25/06/2021,58,59
3118,2044,21/06/2021,60,120
3120,2048,23/06/2021,60,120
