id_programacion,id_centro_vacunacion,fecha_programacion,rango_inicial_edad,rango_final_edad
2279,50,31/05/2021,63,64
2280,669,31/05/2021,63,64
2281,40,31/05/2021,63,64
2301,60,31/05/2021,63,64
2302,25,31/05/2021,63,64
2303,62,31/05/2021,63,64
2304,673,31/05/2021,63,64
2305,3,31/05/2021,63,64
2306,674,31/05/2021,63,64
2307,247,31/05/2021,63,64
2308,47,31/05/2021,63,64
2309,51,31/05/2021,63,64
2310,26,31/05/2021,63,64
2311,15,31/05/2021,63,64
2312,45,31/05/2021,63,64
2313,8,31/05/2021,63,64
2314,24,31/05/2021,63,64
2315,29,31/05/2021,63,64
2316,519,31/05/2021,63,64
2317,5,31/05/2021,63,64
2318,53,31/05/2021,63,64
2319,17,31/05/2021,63,64
2320,55,31/05/2021,63,64
2321,56,31/05/2021,63,64
2341,252,31/05/2021,63,64
2342,39,31/05/2021,63,64
2343,28,31/05/2021,63,64
2344,678,31/05/2021,63,64
2345,54,31/05/2021,63,64
2346,679,31/05/2021,63,64
2347,16,31/05/2021,63,64
2349,828,31/05/2021,65,69
2350,828,2/06/2021,65,69
2351,306,31/05/2021,60,69
2352,829,28/05/2021,60,69
2353,308,31/05/2021,60,69
2354,830,31/05/2021,60,69
2355,309,31/05/2021,60,69
2356,831,1/06/2021,70,79
2357,832,28/05/2021,80,89
2458,579,10/06/2021,60,69
2459,585,10/06/2021,60,69
2460,586,10/06/2021,60,69
2461,587,10/06/2021,60,69
2462,588,10/06/2021,60,69
2463,589,10/06/2021,60,69
2464,601,10/06/2021,60,69
2465,602,10/06/2021,60,69
2466,410,1/06/2021,65,69
2467,833,1/06/2021,65,69
2468,840,1/06/2021,65,69
2469,608,1/06/2021,65,69
2470,841,1/06/2021,65,69
2471,822,1/06/2021,65,69
2472,824,1/06/2021,65,69
2473,842,1/06/2021,65,69
2474,843,1/06/2021,65,69
2475,844,1/06/2021,65,69
2476,845,1/06/2021,65,69
2477,202,1/06/2021,65,69
2478,846,1/06/2021,65,69
2479,614,1/06/2021,65,69
2480,847,1/06/2021,65,69
2481,848,1/06/2021,65,69
2482,849,1/06/2021,65,69
2483,850,1/06/2021,65,69
2542,861,14/06/2021,80,89
2543,862,8/06/2021,65,69
2544,864,8/06/2021,60,120
2545,863,8/06/2021,60,120
2546,865,8/06/2021,60,120
2547,866,8/06/2021,60,120
2548,867,10/06/2021,60,120
2549,868,9/06/2021,60,120
2550,869,10/06/2021,60,120
2551,870,10/06/2021,60,120
2553,668,8/06/2021,60,62
2575,49,8/06/2021,60,62
2576,672,8/06/2021,60,62
2577,33,8/06/2021,60,62
2578,59,8/06/2021,60,62
2579,51,8/06/2021,60,62
2580,246,8/06/2021,60,62
2581,3,8/06/2021,60,62
2582,6,8/06/2021,60,62
2583,60,8/06/2021,60,62
2584,25,8/06/2021,60,62
2585,62,8/06/2021,60,62
2586,673,8/06/2021,60,62
2587,3,8/06/2021,60,62
2588,674,8/06/2021,60,62
2589,247,8/06/2021,60,62
2590,47,8/06/2021,60,62
2591,51,8/06/2021,60,62
2592,893,8/06/2021,60,62
2593,26,8/06/2021,60,62
2594,15,8/06/2021,60,62
2595,45,8/06/2021,60,62
2596,890,8/06/2021,60,62
2597,890,8/06/2021,60,62
2619,34,8/06/2021,60,62
2620,251,8/06/2021,60,62
2621,890,8/06/2021,60,62
2622,45,8/06/2021,60,62
2623,27,8/06/2021,60,62
2624,22,8/06/2021,60,62
2625,10,8/06/2021,60,62
2626,252,8/06/2021,60,62
2627,39,8/06/2021,60,62
2628,28,8/06/2021,60,62
2629,678,8/06/2021,60,62
2630,54,8/06/2021,60,62
2631,5,8/06/2021,60,62
2632,679,8/06/2021,60,62
2633,16,8/06/2021,60,62
2634,3,8/06/2021,60,62
2635,26,8/06/2021,60,62
2636,893,8/06/2021,60,62
2637,682,8/06/2021,60,120
2638,894,8/06/2021,60,120
2639,895,8/06/2021,60,120
2640,896,8/06/2021,60,120
2641,897,8/06/2021,60,120
2642,898,8/06/2021,60,120
2728,697,10/06/2021,60,69
2729,699,10/06/2021,60,69
2730,700,10/06/2021,60,69
2731,701,10/06/2021,60,69
2732,941,10/06/2021,60,69
2733,703,10/06/2021,60,69
2734,704,10/06/2021,60,69
2816,269,12/06/2021,60,120
2817,707,12/06/2021,60,120
2818,708,12/06/2021,60,120
2819,709,12/06/2021,60,120
2820,710,12/06/2021,60,69
2845,698,10/06/2021,60,69
2846,410,8/06/2021,60,69
2847,840,8/06/2021,60,69
2848,421,8/06/2021,60,69
2849,841,8/06/2021,60,69
2850,822,8/06/2021,60,69
2851,824,8/06/2021,60,69
2852,608,8/06/2021,60,69
2853,842,8/06/2021,60,69
2854,843,8/06/2021,60,69
2855,844,8/06/2021,60,69
2856,845,8/06/2021,60,69
2857,846,8/06/2021,60,69
2858,202,8/06/2021,60,69
2859,614,8/06/2021,60,69
2860,847,8/06/2021,60,69
2861,848,8/06/2021,60,69
2862,849,8/06/2021,60,69
2863,850,8/06/2021,60,69
2864,851,8/06/2021,60,69
2865,852,8/06/2021,60,69
2866,1648,9/06/2021,60,120
2867,1649,9/06/2021,60,120
2868,1650,16/06/2021,60,120
2869,1651,10/06/2021,60,120
2870,1763,12/06/2021,60,120
2972,48,19/06/2021,1,120
2973,668,19/06/2021,1,120
2974,58,19/06/2021,1,120
2975,58,19/06/2021,1,120
2976,30,19/06/2021,1,120
2977,40,19/06/2021,1,120
2978,22,19/06/2021,1,120
2979,31,19/06/2021,1,120
2980,21,19/06/2021,1,120
2981,520,19/06/2021,1,120
2982,23,19/06/2021,1,120
2983,35,19/06/2021,1,120
2984,670,19/06/2021,1,120
2985,43,19/06/2021,1,120
2986,33,19/06/2021,1,120
2987,59,19/06/2021,1,120
3007,19,19/06/2021,1,120
3008,675,19/06/2021,1,120
3009,676,19/06/2021,1,120
3010,248,19/06/2021,1,120
3011,521,19/06/2021,1,120
3012,46,19/06/2021,1,120
